,PCA_1,PCA_2
320480,1.0888514479033036,-0.27413872943752227
131854,0.9069638043113927,0.7432521585998266
495154,1.3299363114769696,-0.11316418790990919
219215,-0.7295951106849786,-0.6158648458027368
41986,2.696081306775799,-0.5638879436713573
397743,-1.0375603766999912,0.17717122862697587
21433,1.7280085312424878,0.33943717013787844
209652,0.8775482093606785,0.40721086597773304
21185,1.8753411821282944,-0.8530148838046627
246372,1.4960418240196174,0.29406501150330266
264191,-0.5649398714731005,1.1788548469757614
518061,0.18265990584883637,-0.6771919183842848
336233,1.8867541060638058,0.7389434497164983
37207,2.5924519713785883,1.8639937162390725
35876,4.013735140119843,-5.82938084508256
62174,-1.4143438839452074,0.7143723132432637
197716,-2.643851658263102,-0.49274789341520625
189790,0.5943340891261928,0.1553707822124123
192123,0.6209182801635545,-1.5266034302295537
207206,1.2447312869920377,0.5042023536264332
470076,-2.1627638525715014,-0.2710112546829934
218000,-2.708115467531443,-2.3515469662830784
151676,-1.8116293415914935,-0.12256013050909276
139906,-0.7730860539451316,0.40559010161686365
49828,-0.4732924832322231,1.2733142640845467
2965,-1.1028578202134007,-2.3870661494941516
241821,-1.9330145731769317,1.1311337113883493
430956,0.4576457347085558,0.03681679082145272
193478,-0.11641642625339185,-1.8438576512980953
16157,1.2715541905799321,0.06921147594878592
206952,-0.02209088388221771,-3.1243381421955854
317099,-0.01359016483515395,-0.5911332209160484
56010,3.217136893962568,-0.3141810948017399
95668,-1.9032245052171466,-0.7051578984932468
333203,0.15284949015475743,-0.4915736617989474
220183,-0.8204910948555139,-0.9815434628444393
113437,-1.560461421237251,-0.9911216254264812
482024,1.0988019289255417,1.3038428243912248
274879,0.779877143368474,0.6671855946270173
276266,-2.7705742868311662,2.5467814537887192
439825,0.7500387339185257,-0.14251921162269074
450067,0.9670758754376995,0.047281193485917715
140521,1.025429150086563,0.1483066868360244
487497,1.4458352418495808,0.4864955609116206
207383,-0.9502233366296652,0.6663810447588624
46068,-0.06445381877604564,-2.2455429632482087
442992,1.4330006524378003,0.18063786956431618
32984,-3.6630478777155484,0.23524736971353327
162002,-0.03139657080519157,0.5592828891838363
86868,-1.426291985236958,1.4900126662327138
501999,-1.7019473274706562,0.6441646248729832
104517,-0.6708328518256337,-0.7249015272809956
471083,0.6822381960697831,0.822032314716807
416267,0.7764520136730624,0.07074663403792089
245904,2.2164694496347273,0.09046549357657545
302127,-3.3471165846649265,0.8754694740105071
105992,2.04309314632521,-0.00975095352211374
288049,-3.298721275684173,0.11732568458251239
497270,-0.18994414206018373,-0.5112171151012944
450407,0.43617108228739004,0.6195943812060669
320346,-0.3499528089882349,-0.4850657669507002
525997,-0.16653269470042714,-0.40514126944098267
401119,1.5744417038774003,0.7652148280082498
430710,1.6828508733771474,0.24251915413454028
8483,1.3841421799964218,-0.04356253640517946
136703,0.819329331544347,-0.26085957677294735
332343,5.187876349647511,25.38732621676552
453223,-1.4603848135050086,0.967426875116763
202452,1.648875580346845,1.2479628704884103
359222,0.5102870570876874,1.4735058100995286
472736,1.9835040304163303,-0.13725128108465498
232928,2.2027225880411994,0.39022618057106306
459769,-0.2055728654809575,0.7601097496959316
219135,-1.453120208453227,-2.742560192284492
48890,0.17182407792101018,0.24971985021358703
52445,0.15111756506472346,-0.16365831264068892
35891,8.389986694613826,-2.8891829662756425
244954,0.2113856296141068,-0.8088423202550512
362680,-2.0454849666405517,0.4098987593635496
209136,1.9251691326190448,2.5290567148737146
98366,-3.4364331193328317,0.4362364736473638
147510,1.2968915586999394,1.0859616035469373
9317,0.24229135934580512,-1.136320193568997
170498,-1.0546184874433338,-1.1912693986813447
482174,1.030608565192472,-0.6172528798617256
384544,-3.1411435542264403,-0.323912263504674
365694,1.5067934183988492,0.054661191875898754
381524,0.24308397469145815,0.28705085093138416
314356,1.0095686076897066,-2.972199915403774
160986,-3.592927025162496,0.9144473574541282
142031,0.7551524724099047,0.5723613422859799
458506,-1.3374296744278233,0.37616360043804503
134302,0.04601195908068183,1.4785830034710918
343473,1.1545882315428888,0.3908641730039766
482125,2.726450633059962,-0.897316702695363
356950,0.9241157519200114,0.9701219418463339
236371,-3.548290720475421,0.346811720870339
252583,1.2481719429593743,0.3728403675090403
370023,1.098304477321078,0.8143398625234501
143596,0.19671135718555055,-0.28424610065787825
152000,-2.47817378528111,-0.129082589763035
85393,0.690430309549338,0.551617474986653
175293,-1.8541026670451366,0.4913473844517475
379992,0.6311318624400702,1.267335041235944
371696,1.0721760384469121,0.24514470781523767
273445,0.60602813719514,0.8625449055139848
483160,3.3403488838331183,1.0342574161468785
115561,-0.5613026095450966,1.0569810371699464
201624,0.3957991255076177,0.44679291829816886
78595,-2.538109699593149,-0.03539646427503888
312886,2.0269617162663733,-0.16675012522252103
166816,0.6355030395004647,-0.13945326553385615
495604,0.3930036958629516,0.2560822732776836
180925,-2.814795384701014,0.37882804417864774
24355,-1.967246158487341,0.8117032028159274
245097,-1.036618972659389,-2.1516848790036764
162105,0.13595251533219596,-0.05766687967896832
391220,0.4449782381420838,0.34434937400888577
86506,-0.7259125432622232,0.7016540069935249
23224,1.1735689224532138,0.08329063061646574
526934,-3.9959453213010443,0.9142238343584206
163652,-0.9684759561460264,-0.8345108545243162
117585,0.40694583584066224,-0.5449022730844547
467924,1.9480007537149344,-0.7886435663255432
109917,-1.086615230274069,0.17826256160836038
426689,-0.35180093627798764,-0.4450762171020139
31273,-2.7182542524719264,-1.7640820447666399
398156,3.2390027889619715,0.5471975807031123
345520,0.21034581706383923,1.1538453238956383
54582,-2.5850933343615883,1.4613139313679766
157273,-2.3899051524720325,0.7580425772536561
375470,0.7029681992195358,-0.7587006941823443
353627,-4.5811042090507295,-0.4247068203405179
176129,1.217436681480443,-0.6438744868102689
314151,0.04404118825371187,-3.683495429005514
506446,1.1354819634965596,0.30391375024538125
520580,-2.1969766890957434,1.1948503557837717
205211,1.0489803125284585,1.2303774547172202
31902,1.439899108635844,-0.32998666858316617
253223,1.3651905914585223,1.6979826564469243
330123,0.8870995742605697,-1.0499656532260724
431049,1.5179120396757377,-1.5409120377617282
270433,1.3507667069506866,0.3885204305019997
183298,1.4927545910844635,-0.00024201812426961756
115571,-0.9928219258514676,0.6831664941813106
448412,-1.6968038249009498,-0.24911614386515343
125307,-1.9249888886421758,-1.1662839165722148
159428,0.026948164918961535,-0.8475553556948735
212922,-1.4915885370162254,-1.113538939682453
429451,-2.2249343276846716,-0.47024634347660027
118555,0.29160843432823713,-2.2316953129995905
135019,-3.4169185613931092,-0.04140377164048837
530717,1.7252496566895716,-0.4448008507317918
283901,1.19925754635775,0.2862311852845056
195123,0.5718085445679446,0.3994213477294876
459174,-0.22607926523096025,-0.2556594285639578
218144,-0.2983246615067652,-0.5232132953702652
432348,-3.2365162326285795,-0.023372579975611162
178073,-0.2341418901203922,0.5696831569270148
487785,0.6389401561611318,-1.142827650391156
218183,0.7515201731945375,-0.3998202043631542
181971,-2.415894954877947,-0.8882600130442401
350925,-0.04958244017385659,1.6118433627692255
481923,1.1206429259407427,-1.5786384392665123
214391,0.765957622470454,-0.2822133608542761
44039,1.0508393496121127,-0.2553579247785947
242368,2.714156261587031,-0.4491228592606833
227020,-1.8642197214753229,-0.12540640112052157
530739,2.4418327931607067,0.4754276736868103
216449,0.5184105591860275,1.2107865765283308
312021,0.0030313676674439227,0.8152988354745295
502344,0.9714151957508483,-1.4896493354194107
368456,0.3839772838798231,0.41955675618654314
458585,-0.014861159528769393,0.5421964102225865
316366,0.17694183681440304,0.18648563666978296
430468,1.1102236514330888,0.21098454826444282
432187,-2.835930907137623,0.6759212746492519
76876,1.4985841325597309,-0.7937292351447481
238126,-2.697619591996911,0.8837165254435269
395421,-2.051578332849679,0.24479433206040857
61969,-0.4496602413550703,-2.9120615236791734
283596,-0.19903572771496902,1.2518904766327166
264930,-1.5605915109638655,2.1385560530133163
419364,0.35178616482774333,-0.5318725192763797
177091,0.9672558792063483,0.09568378424406417
256128,1.9166447766431667,0.9696065339680506
144384,1.369852145204146,0.7725950802407198
274626,1.0813906222731944,0.1508871821878672
348439,1.2427150791161048,0.5029883541550849
132474,0.6493048598810133,0.9221676052436353
308163,-1.8873449323359535,1.197006423426998
529523,2.350297815910141,-0.2261072926683766
274752,0.32531853562498453,0.8106640305354625
479599,0.8591121694275847,0.04977091388033967
494839,3.6614996053491584,-0.09448997738280426
119739,-2.102616393419961,-0.4807774649205361
9963,0.1527235916767471,0.15242533451864598
170551,-2.2139588081898736,0.3061053872124411
233408,0.2996600164640406,-0.4875159684372114
129519,0.6320368215952782,0.37866522571487493
81961,0.9635999320728148,-0.19626285989064693
339479,-0.5388938337945197,0.46399035126637755
122900,0.4606233671664687,0.005518709249483688
116495,0.9894260761086966,-0.34074578124117316
498933,-2.5992782997023274,-0.8685247490849541
299206,-1.9705627370596062,1.0395464861010149
279882,-0.18356334604744212,-1.1066317122597824
400029,-0.3087709599067036,-0.39016130031919877
349127,0.045056577322100264,0.2852808014256164
44218,-1.1833266130196545,0.9250763154807307
466065,0.8212122165487852,-0.22894253435574655
13155,0.3621709598679278,0.12191169097577136
49803,-1.779603493981339,0.32319035205628077
227713,-2.105162380115697,0.6582415102966959
314647,-2.126677891013859,-1.1972011913768812
170722,1.1074223628916526,-0.06549016612043009
246123,0.7683879498969252,0.5252606775166475
502511,0.022067378984470806,-0.47162121227064785
21614,-2.020820109963133,-0.3088141847333147
373713,-3.2648650769329026,-0.1394797131836465
453506,-0.2841930676860596,0.9110115116395401
388184,-1.992019650434561,0.08814586342180879
65493,-2.2037865950970845,0.463721222529999
199536,1.2413190236391265,-1.3075667546417276
450651,-1.6767101954429118,1.1292782705908233
102031,1.7774958100427016,0.2717936108308762
475697,1.985524486761488,1.5802488344738022
282297,1.0237476331054352,0.46708857703018813
329609,0.7145543303278908,-1.7027054504371724
242606,1.5100176165418118,1.282298886567322
346208,-1.5303578991047375,1.0954525582551606
403211,0.9780142929219382,-0.6444111636016803
107860,-2.691501332043972,0.5366063929841042
399509,1.0318940507329957,-0.14328662091787522
114805,1.543090127487019,-0.9798533031158118
293199,0.21312034083269976,0.18216893658585562
451411,0.7543237664948094,0.14200489455002155
243024,-1.6326852092487791,0.3034142920184894
15332,-0.11610608380048301,-0.3018818157924219
37755,0.8860120492129789,1.0620857565544557
159882,1.340045376292913,-1.498388427062832
523362,-3.6257886563697292,-0.3573953733072467
46594,0.06891725868062289,-1.6285817740138324
327811,1.0960576639245985,0.19530421390139643
426730,-0.2116619679695781,-0.3532470611480479
450476,0.07047546215423808,-0.9236747300062204
138199,2.3291524024311023,1.1728026298939749
365022,-1.1267109100973514,1.5373818084438886
334227,-1.1563872048344295,-0.6899706479822152
20187,0.6581885473136663,0.229077036539294
501056,-2.920142567763379,0.9887496141463372
486035,2.041522060883643,0.00988809744376649
115134,0.3166818409982118,-0.6134638652398138
343244,2.381009566897159,0.4706577857426777
455117,-1.486290067980773,0.32714994055633145
116902,-0.9151572037615573,-2.3663172686619465
409245,0.15598345017775753,-5.326423870942545
