,Dimension_1,Dimension_2
0,-0.893194902016575,-4.031249913457985
1,0.3441910967205673,-1.398978919415877
2,-1.7638412150576042,1.818325039789139
3,2.33487608512379,0.9593436409205746
4,3.579171226981108,2.493374602483067
5,1.4170206401619876,-1.7602054659155786
6,2.3022036936117134,1.3860213834392552
7,-0.20063748046338142,2.2737962246525103
8,0.9818859234864613,-2.088994156116822
9,-0.3492730349229904,2.6130601473417334
10,-1.2637660347365618,0.6890694787529679
11,0.44027858227899935,-0.3292299230657609
12,-0.15731486316051296,-0.13542588703592054
13,1.9823280385340276,2.1071328418692388
14,-1.6046915793062873,-0.2866675746700572
15,-0.11584048120265514,0.9314431982995248
16,-2.1170158590013166,0.552695297836896
17,1.0751185494832844,-0.5768338275838798
18,3.098529577815127,2.7821518391071893
19,0.4399337232825477,-1.1053405957551812
20,-1.6390524999989227,-1.618230788605231
21,-1.3106067421772372,0.36712544067912173
22,-1.1273667605924524,-1.5006373538692805
23,0.5410896202269451,-2.330131595792226
24,0.391700919452595,-0.5047049268165098
25,1.409196776879769,-1.930672150874826
26,-0.18689618017525333,1.101527526167499
27,-2.1650870925759538,2.8402215293295288
28,0.916318048722704,-1.4458506440903243
29,1.3750322549504626,-1.8651292215773174
30,-0.7388702071398944,1.0448170228384195
31,2.066539076885481,-0.004091216382494307
32,-1.0843569916843967,0.1375558475666026
33,1.6445097261053119,-0.45709669548271853
34,1.5469600487992803,-1.3814413214199976
35,-0.27957762599926944,0.6384165483940939
36,1.399794380881724,-0.32549439711774825
37,-0.3617416813333151,-4.073728969394657
38,-0.4749719665746459,-3.70468479261967
39,-1.03271458553456,-1.4402218659919703
40,-1.1807692767990932,-0.7595884109068792
41,3.6970763263687467,-0.7994975602720589
42,-0.334096895611591,3.482800338826681
43,-1.2077673724898297,-0.2888834310835533
44,-3.8888334377938816,-2.1055838383271976
45,-0.11388587142959933,0.28439142936631895
46,-4.151129554512479,-0.5311430042939109
47,-0.4258895166620119,-1.7252193141031071
48,1.1479090585117306,0.9351545977711799
49,0.9501815150911048,-1.5019402164800058
50,-1.6677671309476891,5.11765688780793
51,1.4324461562808766,-2.295783449594769
52,0.11819775432751481,1.8674530131654483
53,-0.9071354304658982,-0.9006584516097694
54,-3.8039904355524365,-0.7114408354911156
55,-2.100871550205752,0.5568737478663413
56,0.5186399918128946,-1.2864297450799829
57,-1.0325797760756983,-0.6387967321221276
58,1.909067370158942,-0.5718937897023186
59,-1.749461212024954,0.2694783899740631
60,0.6276445077833869,2.93406593227708
61,-1.1653400246388221,-1.6656111622429375
62,0.5617807888476304,1.0660670135552388
63,-0.11432236666856334,-1.233693456195279
64,-0.6868111576989004,-2.384902959298506
65,-1.6695892489868145,1.1296918061240386
66,0.5400946239723167,-2.040034144241115
67,1.1920187677404364,2.289070426445718
68,-3.7937809914209972,-3.2049109593485525
69,1.5172640057550304,-0.228802618261593
70,-0.6901760860717785,1.4724568190642677
71,-0.7079726989976357,0.4771807901509965
72,-0.23748885492946534,2.3056165976109613
73,0.8196489196717461,-3.3411206438730234
74,1.0088593701967463,-2.248029092565434
75,4.308381870733621,0.8447012021899253
76,1.820410817943231,0.21749095224763038
77,-1.8325105476448065,-2.0236495117323603
78,0.5072826337996915,-1.6516921250001593
79,0.5182205901346352,-1.8869997327933532
80,-0.27842073003038725,2.969100090408136
81,-0.5270219673926113,-3.120072002485242
82,-0.11064397435073413,-0.1814096428018145
83,6.330624664825704,-3.6880374129914895
84,0.8162219203750045,0.5583627176115139
85,0.3771296331837163,0.9119001392376964
86,0.6384667254448078,-0.20406553667250832
87,0.8575923896158942,-3.3355457934545005
88,-1.1933624987682128,-2.86220826876814
89,0.9779882183975632,-0.6703724956291882
90,-0.9656267287276382,3.4519365523238736
91,1.1169755214986563,-0.4109067759378092
92,-0.763832568860327,-1.1012518996565872
93,1.1877615152922836,3.415516972463688
94,1.3069784577661037,-1.804633038187932
95,-1.3548658065725696,2.2851410226828643
96,-2.253851152115132,-0.08882385715607938
