,Dimension_1,Dimension_2,name
0,0.11909829957257753,-0.26089507901504877,condition
1,-0.4045997494038854,-0.012653507657115329,odometer
2,-0.2658319372711057,-0.3324930403375725,mmr
3,-0.220508389024039,-0.33222136344381836,sellingprice
4,0.5323055182593097,0.49034934805445,income
5,-0.24274296946371265,-0.03394215474189167,using_time
6,0.6460644086606343,-0.22957482534848833,difference
7,-0.16378518132977882,0.711430622489485,selling_year
