,condition,odometer,mmr,sellingprice,using_time
509284,2.0,119739.0,4175,3100,13
106677,3.9,53018.0,12500,12700,2
400563,4.6,28580.0,10800,10800,1
133097,3.0,18595.0,19500,19400,1
42026,2.3,104247.0,950,1700,15
468404,2.0,198606.0,800,800,14
30313,4.2,10862.0,33200,32500,9
410675,1.9,89773.0,3000,1900,11
365955,4.0,41747.0,11650,11500,2
456574,2.4,100162.0,6600,6500,5
81438,4.0,24422.0,21500,23400,3
406892,4.4,19829.0,19600,19900,1
417079,2.4,185384.0,1850,2600,11
424582,3.8,117427.0,8925,8800,3
501081,3.8,34630.0,19850,21250,4
51054,3.2,71701.0,9900,9500,5
42498,3.8,40584.0,9775,10800,3
399656,2.0,103315.0,2100,1300,10
296688,4.5,33856.0,26700,26000,3
541563,3.4,14259.0,13700,12500,2
120490,2.5,139787.0,6650,5900,8
92890,4.2,70747.0,32000,30500,1
523443,3.6,144122.0,1425,2700,11
546114,2.1,183005.0,16300,18000,9
235811,3.8,172001.0,1975,2000,14
2169,3.0,23468.0,16700,15750,0
154662,3.7,30729.0,5850,7400,11
426157,2.1,183886.0,1675,1700,11
122968,,36613.0,19000,17800,3
402463,3.9,97302.0,6950,7400,3
397847,4.9,22662.0,16250,15900,0
502296,5.0,11155.0,29700,29500,0
372136,4.3,33685.0,28500,27400,3
376352,1.9,119881.0,1400,225,11
30223,1.9,98496.0,10350,9500,8
469100,2.5,95197.0,5300,5500,7
362998,4.4,106573.0,17750,17000,7
210096,4.1,18155.0,27400,30200,9
443136,2.1,95110.0,7700,6700,9
410806,4.4,27082.0,10850,10500,1
62506,3.7,88286.0,7150,6900,4
202880,5.0,2784.0,24400,24200,0
199552,3.8,48293.0,30900,30750,3
349071,4.3,26913.0,29200,28750,1
70517,3.2,60453.0,12950,13000,2
531106,2.5,105140.0,4400,1900,7
111809,4.4,49545.0,25100,25900,1
277790,4.5,66065.0,20300,20100,4
76117,,36097.0,16150,9000,1
431277,4.7,21981.0,19500,19700,0
223421,2.0,38831.0,12200,11400,2
262017,1.9,105262.0,2700,1300,10
80166,1.9,154061.0,2025,2100,9
481061,3.9,37921.0,11300,11600,3
113712,3.7,52610.0,23400,24800,3
83611,3.8,4978.0,25300,24750,2
167857,4.2,872.0,42200,37800,0
440582,3.5,98118.0,10800,10500,2
530400,2.8,92059.0,7575,8000,9
476892,1.9,37559.0,12200,9400,2
208012,2.0,170622.0,875,675,13
519795,2.3,207865.0,1750,2400,7
47795,4.4,26705.0,26700,26750,3
356060,3.8,30040.0,15750,16500,3
340248,1.0,16252.0,14100,7750,1
454665,2.7,125201.0,2975,4200,10
122026,3.7,34588.0,12200,12100,2
446001,3.8,37671.0,20500,21000,2
114525,2.6,15885.0,14850,14500,0
379268,4.1,30871.0,15100,14900,1
392426,4.7,29647.0,26400,25100,4
164207,4.2,33385.0,16300,18000,5
274001,3.0,63199.0,16650,16000,2
535485,4.2,26129.0,12050,11500,4
133126,3.0,14435.0,20000,20000,1
192324,3.7,11035.0,15250,14800,1
370423,3.4,30066.0,22000,22800,3
450189,3.7,23043.0,26100,26700,0
52906,3.6,54038.0,25300,22000,8
4627,,169766.0,5100,3400,11
516382,3.9,23027.0,15250,15600,2
489577,4.9,6861.0,15350,15700,2
372685,5.0,52147.0,15800,14400,7
339095,2.9,134924.0,5400,5600,11
492269,2.0,150547.0,3425,2000,7
299168,4.7,9506.0,15700,16000,1
48661,2.5,12012.0,18250,17000,2
377417,4.1,32046.0,27900,27700,3
343841,3.9,61229.0,11400,11700,2
142576,3.3,47249.0,16200,16000,3
283442,4.0,14076.0,20200,20100,1
169725,1.9,118154.0,3325,3600,10
144433,4.4,27079.0,20600,20200,1
286631,3.4,32916.0,9950,9300,4
301670,2.5,91555.0,8950,8200,6
202737,1.0,99066.0,6225,3300,7
136454,4.2,88160.0,14100,13800,5
270034,4.0,23154.0,14550,15000,1
16097,4.4,10524.0,15700,14750,2
309322,2.0,123313.0,3500,3400,8
309630,4.0,30898.0,13850,13800,3
337832,3.7,41213.0,15300,14700,3
293682,4.6,16411.0,13100,14300,2
124519,1.9,82497.0,12200,10200,6
244652,4.2,11685.0,15450,15800,1
64520,2.8,27596.0,12950,12000,3
353299,4.1,38755.0,17850,17600,1
51303,1.9,106923.0,2525,350,9
383819,5.0,17998.0,18100,18300,1
352538,2.5,114596.0,5525,4800,8
472925,2.4,69803.0,7625,7400,4
130806,3.6,26565.0,22400,23200,7
527062,2.1,137349.0,3725,3000,6
428305,4.0,48534.0,9200,9600,2
143213,5.0,17977.0,17050,18400,5
254615,2.9,72726.0,22400,21500,2
549594,3.4,88788.0,3875,4800,9
430421,3.5,66085.0,9300,10300,6
204320,1.9,136555.0,4425,4000,10
129973,2.0,153595.0,1675,1000,12
527410,1.9,91027.0,4150,2450,9
242452,4.0,25531.0,16500,17100,1
530269,3.4,27782.0,10350,9900,3
355575,3.3,78874.0,21400,25000,7
468746,2.3,67678.0,11750,11200,8
6932,,98806.0,18250,20300,7
433562,1.9,206006.0,1000,500,16
227173,3.8,104490.0,14850,17600,8
350322,3.6,24065.0,25700,26000,2
11166,2.0,11412.0,24700,21100,1
300787,3.4,120222.0,6950,6900,8
155857,3.1,89480.0,5825,4000,7
384663,4.0,9366.0,29100,30000,1
194989,1.9,221352.0,1900,900,10
239345,3.5,23075.0,23400,21800,2
242132,4.3,74647.0,26200,26000,3
20500,3.6,42904.0,21000,22000,3
379003,3.8,46660.0,14500,14100,1
327816,4.5,12476.0,14400,14100,3
139844,2.0,131836.0,1400,2600,19
318297,3.6,66163.0,10200,11700,3
403482,3.8,41508.0,18600,15300,1
400100,1.9,16483.0,55900,49000,1
341614,4.1,43860.0,17450,17500,5
337675,3.3,151289.0,5500,3800,9
75659,,67750.0,9650,10500,2
242729,4.4,20596.0,17700,17000,4
33199,4.5,21746.0,27300,29300,3
125641,3.6,69149.0,7100,5000,5
213276,4.4,70695.0,19450,19250,3
111275,2.0,34374.0,13900,13500,3
378591,2.1,198841.0,1200,2150,10
332878,3.5,48841.0,13300,13700,3
525537,3.6,50650.0,23300,23000,4
43548,1.9,62193.0,10050,8900,4
218503,4.4,37252.0,21000,21000,1
431657,4.5,13886.0,13000,13700,2
271008,2.3,36447.0,14500,13000,3
320800,,127130.0,1375,850,13
2639,2.7,74871.0,15450,12500,4
157964,3.4,23910.0,18850,16900,2
294548,3.9,18417.0,22500,22250,2
334720,3.2,64427.0,9075,8700,3
444078,3.2,89687.0,3025,2700,13
67981,4.1,13545.0,24500,25250,1
429998,3.8,34690.0,25700,25000,2
443049,2.7,141062.0,15050,14000,8
519538,3.6,63034.0,10450,11600,4
19813,3.8,19322.0,15250,15300,1
297926,1.9,100082.0,7875,5500,9
138491,4.7,42098.0,13750,11800,3
489412,2.0,110291.0,4900,2800,9
149319,4.4,66388.0,13200,14500,7
316771,4.4,51641.0,24900,27400,4
365888,4.5,19473.0,16150,16000,2
458447,2.0,152155.0,3500,2100,9
504288,3.7,42185.0,8625,9600,2
237478,4.2,17825.0,40900,41800,3
394064,3.9,61040.0,11800,11400,6
515750,2.9,134703.0,3450,3800,8
94847,4.3,12347.0,19450,19300,0
504162,2.8,32440.0,12900,12000,3
461436,2.0,104872.0,5600,3100,10
374007,4.9,5747.0,24900,25750,1
211098,2.6,1024.0,26300,20200,2
420651,3.5,129179.0,10100,10900,11
448058,4.3,66967.0,10900,10900,2
426536,3.8,25043.0,13050,13500,3
246164,4.8,7856.0,18300,18300,1
281371,4.3,13569.0,15550,15900,1
242772,4.8,35177.0,13750,16000,4
427452,3.7,64269.0,25200,27800,2
535378,2.9,106066.0,7325,6400,9
136984,4.9,40781.0,27000,31250,8
141046,4.7,26647.0,33500,32000,4
441648,3.6,82153.0,7725,8200,5
118211,2.7,109005.0,6350,5700,7
272433,4.2,62937.0,15500,15200,4
286048,4.5,20114.0,19700,19000,3
298317,2.9,116224.0,8575,8100,8
263254,3.5,48493.0,16250,18000,3
47726,3.4,130783.0,3400,5000,12
269378,3.5,29644.0,22000,21200,3
542685,4.4,31610.0,12750,13000,5
84113,4.2,48502.0,18100,18400,2
413706,2.1,102160.0,7300,6600,6
61170,4.1,37973.0,12500,12800,1
274728,4.1,44776.0,9700,10300,1
543869,4.4,22664.0,17350,17400,1
354344,4.1,19254.0,17300,17300,1
171285,3.4,32966.0,18400,17100,1
216131,4.6,17462.0,12600,12400,1
65135,3.6,134746.0,9300,12700,4
485630,3.0,15209.0,12200,11200,1
415148,2.5,49052.0,8825,8500,6
55154,2.0,69645.0,8375,6700,7
378805,2.6,22142.0,15450,14600,3
382787,3.4,137115.0,3150,3200,8
225470,1.0,40829.0,2350,900,11
195673,3.7,34113.0,19950,20300,4
373367,4.5,3698.0,49800,51500,0
297903,3.7,98790.0,4300,6800,8
293028,4.9,34008.0,17500,12200,3
544261,2.9,106541.0,6975,8600,8
168504,3.4,36058.0,9275,9200,3
512363,1.9,280581.0,525,650,13
249597,4.7,23961.0,16950,19100,1
83724,3.5,58828.0,15050,14100,3
460318,1.9,204463.0,2700,2900,11
36330,4.3,33446.0,10750,12600,3
87431,4.2,54844.0,30400,30200,2
175307,4.4,57975.0,11650,11400,2
311031,1.9,52953.0,14500,13100,9
397207,5.0,62204.0,14850,16200,5
414179,4.9,41902.0,18450,21200,6
189126,3.7,69031.0,9500,9500,3
59995,2.8,141370.0,4025,3800,11
154561,3.9,73876.0,10300,12300,8
305321,3.9,56113.0,19100,18700,2
265808,4.3,16794.0,12300,12800,2
123951,4.3,73144.0,13050,12000,2
369807,3.8,23942.0,18600,16800,4
247423,3.4,120175.0,8550,8700,9
177554,4.6,36099.0,17650,17800,1
28967,3.4,73000.0,6775,8750,6
58867,2.6,33486.0,12000,10250,3
42443,2.5,45683.0,10150,8300,3
220512,4.6,22188.0,49300,49500,2
337649,3.5,59288.0,9175,9300,5
127589,4.8,31176.0,29900,31250,3
329346,2.5,39846.0,22600,20400,5
170410,4.0,36089.0,15350,16400,2
362436,4.3,17072.0,16450,16600,1
322319,2.9,83644.0,7100,6400,5
76194,2.9,57112.0,10200,9000,2
67095,4.1,63625.0,8300,8600,3
457872,4.1,37329.0,13400,13500,3
92209,4.1,21597.0,13700,19500,2
371207,5.0,14547.0,20300,20500,0
64188,3.7,35672.0,16750,18000,4
340383,2.7,42816.0,35500,35100,3
22708,4.5,10444.0,18400,18100,1
87372,3.4,20163.0,28500,27300,1
118951,4.5,52717.0,31600,32000,3
500202,2.7,126665.0,4225,4000,5
348712,4.2,38622.0,11400,11600,1
156117,3.5,30668.0,13500,13200,1
451876,3.4,51247.0,18650,20500,4
105123,2.0,223674.0,9125,6000,9
449377,2.6,109963.0,9550,10200,12
28249,3.0,170948.0,3250,5400,10
345402,4.1,37505.0,13000,13300,3
3960,1.9,105846.0,4775,5250,8
251965,3.6,104953.0,12800,13800,6
244345,2.7,124083.0,1150,600,12
351463,3.1,92089.0,4175,5300,9
240549,4.0,18384.0,23900,23800,1
351565,4.9,5761.0,18250,18750,2
496032,4.0,16023.0,16900,16900,0
301701,2.7,71580.0,4675,4500,7
425497,3.5,14092.0,11150,11000,0
520891,1.9,21905.0,16250,13500,1
414532,2.8,189559.0,7050,7600,4
549922,3.5,102123.0,7850,9300,7
540184,3.0,114472.0,975,350,17
158337,2.0,165647.0,1000,300,19
377570,4.3,82302.0,9025,9300,6
182738,,106467.0,5350,7000,7
127264,3.0,15179.0,14550,14200,1
308479,3.4,20694.0,21700,20000,3
525802,4.5,63926.0,7275,7800,7
149216,4.4,103774.0,17100,17300,4
432496,,99139.0,12200,13000,4
19286,2.6,114630.0,3800,3700,6
349602,3.6,69487.0,8425,9000,6
383452,4.2,51811.0,9400,8900,2
143769,3.9,39750.0,29800,28200,3
466844,2.0,145827.0,4175,4100,10
464464,4.5,21627.0,16750,17300,1
48496,3.3,23348.0,31800,30500,2
498919,2.7,64634.0,9775,9700,2
5568,4.9,10855.0,16650,18600,0
474147,3.1,17650.0,16900,16200,1
60036,4.3,25423.0,9225,8500,1
325661,4.9,16309.0,15900,16600,4
290232,4.2,30449.0,13250,13600,1
34218,1.9,104045.0,6125,7000,9
276045,4.0,10844.0,53100,53000,1
389515,2.3,82163.0,15750,13100,5
319066,3.5,53469.0,9350,9000,2
308214,2.7,24181.0,11150,10100,2
68979,2.6,58768.0,12150,12600,7
218506,3.9,34384.0,21400,20700,1
396416,3.1,106612.0,10350,10400,5
243754,4.2,26040.0,18300,20600,3
515204,3.8,35591.0,20900,19600,2
456030,3.5,141369.0,5925,6400,10
79445,1.9,138102.0,5275,5300,7
323314,3.8,60514.0,11250,11100,4
285141,1.9,158124.0,4425,4700,11
454741,1.9,149912.0,1300,1400,15
335404,4.2,20871.0,21900,23000,2
20321,3.6,60791.0,13250,14000,2
537630,,106775.0,3625,5500,8
59646,4.7,9499.0,18550,18000,1
435464,2.0,228253.0,575,500,12
388930,3.6,107685.0,6500,6200,6
20697,3.6,23581.0,35700,32750,4
129622,1.9,38455.0,12950,11200,3
303496,4.3,10839.0,44000,45250,2
500555,4.1,171387.0,5675,7500,11
304213,2.3,4042.0,21400,17500,0
28410,4.8,64875.0,15400,15300,1
174731,4.0,15894.0,23300,23000,1
533100,3.4,121511.0,7775,8300,7
522259,1.9,159238.0,1625,2000,13
225661,2.0,92588.0,600,300,27
412681,4.8,26929.0,47500,46600,2
80727,4.1,76684.0,33200,33500,4
499076,2.8,60972.0,9225,8600,1
405262,1.9,37293.0,6650,7300,10
440214,3.2,155518.0,6125,7600,9
308801,4.3,23217.0,11500,12200,1
392621,5.0,12996.0,13850,15100,0
544437,4.8,11012.0,16100,17000,1
21562,1.9,184501.0,3550,3450,15
23293,4.6,42349.0,26600,25500,3
362205,4.8,5174.0,33200,34000,-1
497289,1.0,133086.0,5600,4700,8
75402,,68278.0,10150,11000,1
103705,2.6,149827.0,2400,2000,9
452403,3.4,153112.0,2175,3700,9
347656,3.7,238768.0,2750,4650,8
249311,2.5,112326.0,9175,8800,8
303223,3.0,31027.0,11000,9800,4
297361,2.6,43560.0,18000,16000,3
75358,2.4,44763.0,13850,9500,2
483796,4.0,22056.0,49200,48250,1
458775,2.0,149382.0,1225,400,15
163251,3.5,17678.0,17650,15900,6
247288,1.9,179859.0,4750,4300,12
283470,2.1,107827.0,4625,3900,7
501853,3.8,44165.0,17450,18700,3
193210,2.9,161049.0,4000,4100,9
178496,4.2,137850.0,6100,7800,3
284088,2.8,103507.0,5700,4500,9
311674,3.6,42811.0,9950,10100,2
31539,3.8,50594.0,32000,30750,3
234238,,115728.0,6125,7400,7
237751,3.1,37807.0,16800,16000,3
248043,1.9,122017.0,5650,3900,9
476112,,115109.0,1800,2400,12
206662,4.9,31463.0,39200,44000,1
233810,2.8,74154.0,17650,16800,6
246894,4.9,9165.0,11650,11600,1
245095,4.1,28265.0,14850,16000,3
436177,3.8,138816.0,1200,1000,10
279186,1.9,98492.0,6025,5000,11
458919,4.3,17899.0,14300,15500,2
280209,2.0,137814.0,1225,900,21
164112,4.6,28898.0,12050,12600,3
471998,3.6,162858.0,2250,2600,13
288746,4.0,60836.0,14000,14800,5
94299,4.2,51757.0,13450,14000,3
108018,3.5,48496.0,22800,21700,2
167821,3.6,53377.0,16300,17000,6
295649,2.6,119744.0,3575,1200,10
526640,4.2,27258.0,15800,14600,2
12634,3.3,135262.0,12400,11000,8
199825,3.7,38853.0,11300,10800,3
326577,3.0,17347.0,12200,9000,1
96865,4.4,17201.0,27600,27800,1
130765,4.1,66062.0,15950,15800,5
154044,1.9,160333.0,3500,3000,17
83838,2.1,66540.0,8000,7700,5
52143,2.8,93826.0,12900,13900,7
245138,2.8,46932.0,16200,15200,4
478973,2.2,23524.0,18400,15100,2
370190,3.9,8301.0,26400,27500,1
449740,4.3,82454.0,8375,8800,3
417798,3.7,63150.0,8425,9000,5
421773,2.9,293917.0,5500,6700,7
97359,3.3,26684.0,21300,20000,1
307975,1.9,125959.0,850,300,15
513589,3.5,41103.0,11600,11600,3
427880,4.4,34317.0,11400,11500,3
366958,4.5,24340.0,22400,23100,3
104089,3.8,32733.0,18650,18400,3
405054,2.8,55944.0,11250,10300,7
544790,4.3,28950.0,19200,22000,3
62629,2.7,107481.0,1850,2500,8
416548,3.2,99315.0,10150,9500,8
501022,4.4,12749.0,14150,14100,1
279230,4.4,17453.0,15750,16400,1
228781,4.2,86021.0,2225,2500,13
418747,4.9,71116.0,20000,23400,6
425826,4.7,27717.0,24600,25500,4
175336,2.8,126169.0,7225,8300,7
187587,4.5,26985.0,23900,25300,2
95610,3.2,34137.0,12650,13000,1
465914,4.5,44059.0,22400,21700,4
39251,4.5,21881.0,20200,22400,2
219048,4.2,15481.0,10800,11200,3
85683,3.5,32685.0,13600,13200,2
307670,2.5,113644.0,4925,4300,5
525332,4.2,75911.0,20600,13600,2
520626,4.9,21944.0,32900,32000,3
141513,4.1,26770.0,16200,16000,3
10240,4.2,26564.0,10400,11800,3
534079,2.4,105257.0,5300,5100,10
244198,1.9,71768.0,4800,2900,9
260622,2.0,81013.0,5825,900,10
270911,3.0,20988.0,12050,11800,2
469560,1.9,140577.0,3100,1600,10
360072,3.5,59080.0,21900,21500,3
47090,4.2,121672.0,5625,7000,6
543845,3.6,224586.0,1475,2400,14
315951,1.9,199179.0,3325,2600,16
377779,2.4,128012.0,2400,2600,8
155109,2.9,99691.0,4200,5000,8
544672,4.7,29325.0,21200,22500,2
376260,3.9,48791.0,26900,26250,2
539529,1.9,80632.0,16400,14100,6
356439,2.0,236892.0,650,700,17
454730,2.6,307008.0,1675,700,13
26771,3.9,36633.0,14300,15750,6
480147,4.1,35864.0,15900,17000,1
367904,4.2,75655.0,8725,9300,2
295496,3.5,21589.0,27000,27500,2
532155,2.5,128414.0,4075,3000,10
58649,3.1,19667.0,11650,11000,2
295099,1.9,100261.0,3700,1400,9
33537,4.3,36033.0,17000,18750,3
367690,4.1,5143.0,36300,35000,1
95693,3.8,23410.0,25400,27700,2
294158,3.0,33183.0,16500,14600,4
296730,3.7,60554.0,17650,18200,4
186947,3.8,55004.0,27100,27400,2
135702,2.8,32789.0,15400,16000,3
260278,4.2,43776.0,37900,40000,3
548366,1.9,999999.0,850,1300,10
456180,3.4,68355.0,7425,7900,8
364993,4.7,37882.0,14450,13900,1
529292,3.5,34553.0,12150,12700,2
510181,4.3,27684.0,18000,18300,1
261773,2.3,76269.0,10450,11000,7
130937,4.8,39667.0,29100,32500,3
295424,2.8,120640.0,3700,2700,9
150797,3.3,42749.0,14300,14600,3
492336,2.4,50699.0,10450,9700,2
492582,3.0,47252.0,12350,11000,2
200203,4.0,19708.0,21700,21600,4
476551,2.1,16831.0,14650,11700,1
508470,,104035.0,12050,12300,5
536129,1.9,94971.0,7900,4500,13
49957,2.7,203765.0,4325,3100,10
535186,3.8,52845.0,11150,11400,2
504484,4.8,29857.0,12950,13400,3
33800,4.2,77722.0,9000,11200,5
359439,2.6,43210.0,15150,12500,5
321522,3.4,144378.0,4150,5100,15
193302,3.9,16159.0,52100,52000,2
242680,4.1,97948.0,14400,14800,3
139800,4.0,10528.0,19300,19100,1
282855,4.4,40284.0,22300,22200,4
375071,4.7,50581.0,9650,10000,3
418860,4.5,24030.0,15150,14900,1
367363,4.1,35314.0,15450,15700,3
308809,4.4,21316.0,15700,15100,1
373641,4.8,38915.0,16550,17100,3
113895,4.5,104315.0,24600,20750,3
189220,3.0,99855.0,7875,9600,7
59349,4.7,39715.0,35300,37500,2
454778,1.9,93667.0,4350,4400,5
379709,2.0,106639.0,1450,750,17
184529,3.4,85978.0,7750,8700,4
502570,3.3,58638.0,10800,10800,4
458899,4.3,37320.0,13250,13500,2
487749,2.8,159028.0,4025,2900,10
234835,,114503.0,2450,1600,9
452942,3.3,103607.0,7450,7600,10
200232,4.7,32069.0,30800,32500,2
191371,,75455.0,2350,3900,10
12020,3.6,254998.0,6300,4500,9
278944,3.4,74528.0,7650,8000,5
255192,4.1,80716.0,26100,27700,5
156864,3.8,70908.0,13200,12800,3
138639,2.9,96639.0,8950,7400,6
100326,2.8,142143.0,2450,2000,13
234979,2.3,128783.0,3825,4300,10
103903,4.1,23320.0,20900,20000,2
495017,3.0,17681.0,13450,12400,1
387505,3.9,30522.0,27700,26900,2
530471,2.1,214414.0,925,450,15
30190,3.5,44558.0,9775,11500,7
17788,4.8,16633.0,32800,33000,2
19316,3.7,87711.0,14700,13000,7
149801,3.3,134501.0,9375,9800,9
348970,,149774.0,1000,650,15
535154,3.6,52338.0,7800,7500,2
43261,3.3,21673.0,9775,9300,2
162540,4.1,41575.0,34300,37600,3
348752,,68830.0,15500,9000,2
77689,2.5,129825.0,4275,3200,8
542778,4.9,107440.0,7025,10600,10
78699,2.9,108872.0,9875,10000,8
403154,2.2,64402.0,7800,6500,4
525744,4.8,40150.0,26900,27400,3
403472,2.0,106753.0,1625,650,16
361148,4.3,96163.0,5300,6900,5
354372,3.7,6977.0,18300,17800,1
332118,2.1,90870.0,4600,4200,10
542392,3.3,58639.0,11750,12000,3
409166,4.5,39665.0,16400,16200,2
200776,1.9,211931.0,1250,1100,15
295679,4.8,18355.0,25700,25400,0
23391,4.6,67990.0,20200,24500,7
297542,3.9,45581.0,19950,18200,2
101421,3.2,36902.0,9675,10900,3
546494,3.4,107695.0,4875,4700,12
62402,1.9,111511.0,8850,7000,3
499879,1.9,198075.0,3550,2700,11
334488,4.4,34588.0,21500,20900,3
364852,4.9,68943.0,12500,14200,8
69398,3.6,52962.0,9100,9300,2
547453,2.8,61574.0,12600,12500,6
127925,3.1,40908.0,21900,19500,4
289924,1.9,130781.0,3200,2400,10
464744,3.9,94519.0,21900,21600,6
527496,4.8,34003.0,11900,12200,3
281906,4.0,46312.0,24500,25100,4
315356,4.3,10940.0,19500,19400,1
417945,4.6,19897.0,12100,12900,1
152829,4.2,7266.0,12300,13100,4
210035,4.5,4795.0,9550,9600,1
319580,3.8,60008.0,8625,9400,4
332224,4.6,11344.0,11500,11100,1
251866,4.3,33745.0,10050,10800,3
502068,2.4,112288.0,9300,9000,7
310326,2.3,22503.0,21400,17400,3
290357,1.0,114425.0,5725,800,7
382914,1.9,214490.0,1950,1650,11
521065,3.5,30521.0,18450,17700,1
332274,4.9,15191.0,14100,13300,1
313478,2.7,59111.0,9175,9300,2
83484,3.0,29367.0,34100,33000,1
123445,3.5,36705.0,17150,16200,3
14750,2.9,58583.0,10250,12900,3
101393,2.9,58666.0,11500,13000,3
536245,2.0,131054.0,1175,650,17
312125,4.3,3501.0,14100,15800,2
104377,1.9,124663.0,6025,5500,11
133004,2.8,99036.0,12800,11800,6
392027,4.1,109193.0,21600,19000,4
90171,4.0,28470.0,10800,11400,2
210998,4.0,40368.0,19850,22000,2
213309,3.6,50375.0,23200,22200,3
99646,3.6,29412.0,16450,17000,3
244850,3.6,85913.0,11500,15700,8
63830,2.1,126487.0,4650,5250,14
85168,5.0,36214.0,13250,15000,4
365364,4.4,17413.0,17050,16500,0
103335,4.2,94418.0,9150,8800,8
512855,4.7,9025.0,48100,47000,1
282847,4.7,25998.0,9900,11500,4
245127,3.9,50037.0,18150,18000,4
187350,3.1,132794.0,3800,4800,10
340616,3.5,38478.0,14300,13200,3
150914,4.4,6857.0,20300,21800,1
535551,2.1,87479.0,1900,2200,11
511327,1.0,139676.0,4050,1700,9
341371,4.3,17560.0,13100,13100,2
437830,1.9,110629.0,3375,4900,8
238617,4.6,25958.0,20700,21000,1
10751,2.0,12167.0,20700,14000,0
363379,1.5,189409.0,1375,1300,15
501417,2.9,97164.0,1700,2000,12
501525,4.0,38143.0,14300,14200,1
64213,2.8,96215.0,5250,4300,5
7823,4.1,22729.0,22800,24000,1
312517,2.7,29155.0,27200,27000,3
297346,3.5,51833.0,30500,31200,3
181014,3.8,53886.0,27600,27250,7
543559,2.6,130206.0,1675,2100,14
538697,4.2,59917.0,12300,13100,2
493304,3.0,36493.0,16950,15000,1
534939,3.9,109670.0,8650,6800,6
153982,4.0,56777.0,18500,19500,5
478912,4.9,9680.0,21600,20800,1
194907,3.2,94150.0,11600,10800,7
517644,1.9,56641.0,9825,8400,6
471169,2.7,153034.0,1875,1500,13
16711,4.1,28511.0,19900,20000,4
72472,3.7,67979.0,7000,7500,12
62162,2.3,183313.0,3500,3500,18
300150,2.5,16954.0,19550,18800,1
212225,5.0,26105.0,21600,22600,2
357142,4.0,40918.0,22900,21900,3
394995,3.7,35649.0,21000,20400,5
549068,1.9,163996.0,4125,4000,8
510853,4.7,14675.0,18000,17700,1
73145,4.4,9024.0,29800,17300,1
482316,5.0,2422.0,28000,28000,0
329563,1.9,154382.0,2800,1400,15
497122,5.0,24651.0,26100,28900,3
170963,3.6,30001.0,17950,18000,2
426734,1.9,174143.0,2075,3200,11
271427,3.5,63205.0,10600,10200,3
458311,2.9,111653.0,4625,5200,8
289078,3.2,117024.0,4375,5200,12
488391,4.7,17419.0,22300,21000,2
340626,3.9,37857.0,20400,21000,3
507104,2.3,120717.0,30800,24900,3
347324,3.4,11202.0,19150,17600,1
402988,3.9,25130.0,21600,22400,1
27258,3.9,105635.0,2300,5200,12
413441,4.4,34199.0,13450,14800,2
431729,1.9,179696.0,1425,2200,17
320316,,143161.0,5350,4100,6
85608,3.1,38182.0,10800,11100,2
442067,2.6,114515.0,6675,7200,7
168593,4.6,42017.0,20100,21500,3
164412,4.0,31799.0,13550,13400,2
160371,4.4,56219.0,13600,14100,4
45366,2.0,114672.0,2800,2600,14
66951,2.6,135068.0,3025,1700,11
220449,3.6,98033.0,22300,23000,6
540350,2.5,203012.0,2675,2500,14
156227,2.2,35614.0,21600,11300,3
217824,3.7,35951.0,11600,11600,3
356850,4.9,31313.0,18750,18500,1
